sample_id,sr_method,sr_filename,sr_path,gt_path,lr_path,set_type,vgg_pca_000,vgg_pca_001,vgg_pca_002,vgg_pca_003,vgg_pca_004,vgg_pca_005,vgg_pca_006,vgg_pca_007,vgg_pca_008,vgg_pca_009,vgg_pca_010,vgg_pca_011,vgg_pca_012,vgg_pca_013,vgg_pca_014,vgg_pca_015,vgg_pca_016,vgg_pca_017,vgg_pca_018,vgg_pca_019,vgg_pca_020,vgg_pca_021,vgg_pca_022,vgg_pca_023,vgg_pca_024,vgg_pca_025,vgg_pca_026,vgg_pca_027,vgg_pca_028,vgg_pca_029,vgg_pca_030,vgg_pca_031,vgg_pca_032,vgg_pca_033,vgg_pca_034,vgg_pca_035,vgg_pca_036,vgg_pca_037,vgg_pca_038,vgg_pca_039,vgg_pca_040,vgg_pca_041,vgg_pca_042,vgg_pca_043,vgg_pca_044,vgg_pca_045,vgg_pca_046,vgg_pca_047,vgg_pca_048,vgg_pca_049
SUPIR:voc_emotic_ava___VOC2012__2012_004043,SUPIR,voc_emotic_ava___VOC2012__2012_004043.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/SUPIR/voc_emotic_ava___VOC2012__2012_004043.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/voc_emotic_ava___VOC2012__2012_004043.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/voc_emotic_ava___VOC2012__2012_004043.png,train,37.16265,206.39668,48.814384,22.538322,-95.99045,-30.1991,-32.5806,-17.251701,9.69936,-8.600422,5.408186,-2.3691206,-0.05075741,8.3054,-1.4069064,-4.6430635,-0.42697954,2.383809,-4.3573704,-0.5537982,2.6063788,-0.452312,-3.025406,-0.37132454,-0.33150697,4.1258,-0.413476,-3.3426285,3.699872,-3.7151399,1.7625966,3.8471947,-30.884314,34.849796,-11.394345,-1.2178731,-16.759659,-6.130988,-1.9305391,-44.513695,7.298583,-33.49363,-32.406967,16.280453,2.6373315,4.7828817,-0.25016904,1.9451771,3.4207444,1.8023827
RealESRGAN:1024x768___4962875195,RealESRGAN,1024x768___4962875195.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/RealESRGAN/1024x768___4962875195.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/1024x768___4962875195.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/1024x768___4962875195.png,train,-6.692395,-8.523759,-6.0487766,-12.831939,-1.0996213,-2.0872793,-20.287214,-16.801458,-12.394143,-19.304493,-21.338839,-11.613238,-7.383012,-38.656696,18.611645,39.640903,-20.003033,-80.587204,-61.6588,62.332233,2.1321545,7.3061285,-1.2768999,11.928426,-5.940087,-0.9181895,5.5596423,-3.4824576,-0.26869106,-2.341558,-3.138935,0.17276311,-0.052784204,-1.2706704,0.45655286,0.62926054,0.8366866,1.94898,-0.812248,1.0551049,-0.11383355,0.85580546,-1.6364067,1.6016085,-0.051671028,2.0823665,-2.3349972,0.36926198,-0.37712765,1.209978
RealESRGAN:ava_images___101816,RealESRGAN,ava_images___101816.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/RealESRGAN/ava_images___101816.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___101816.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___101816.png,train,-9.521101,3.3308086,-9.360916,-12.088543,12.526523,-13.376491,-3.2727618,-13.503775,-15.39228,-8.652626,-2.2822003,-10.041313,-11.890017,19.51464,6.432189,5.636648,-20.849396,-18.544596,68.47266,21.710665,-7.7422934,9.607093,4.827287,0.7739439,0.6237681,-0.61620855,-2.3550882,5.5170445,8.688398,-4.221394,-2.3922818,6.2424026,7.699985,-8.170783,-12.821365,13.454243,-20.871765,-14.521613,12.651224,-37.777645,-25.330818,28.015879,19.00556,-3.0412304,-16.231018,4.6084375,-5.314023,-4.888501,-1.1297355,2.4255118
RealESRGAN:ava_images___158174,RealESRGAN,ava_images___158174.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/RealESRGAN/ava_images___158174.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___158174.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___158174.png,train,-13.800307,-13.618747,-2.9185233,-10.260237,-74.08703,191.90894,6.212789,2.2273378,-24.094994,-21.591002,-4.2522554,4.945204,21.745707,12.989827,0.5872352,-15.260019,-6.6864557,1.4762369,4.4494467,7.867657,3.3196712,-2.6475682,-3.9130154,0.08717346,3.5615444,-2.3648157,-1.4601831,1.5784028,0.43055153,-0.101148486,0.153934,-2.5111732,2.6316962,-2.07622,0.51007855,0.0672822,2.0702477,2.6233318,-1.0061502,-0.8219769,-1.9008362,0.50775015,-5.7577257,3.6652956,-1.0268078,-1.5794947,-5.8462925,1.1895275,-0.24679136,-3.3029258
RealESRGAN:ava_images___18037,RealESRGAN,ava_images___18037.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/RealESRGAN/ava_images___18037.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___18037.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___18037.png,train,-14.525909,-12.195662,-10.434863,-9.328456,1.1786431,-14.656385,-7.263949,-12.401667,-6.437222,-11.665655,-2.6684551,-12.368325,-5.5636425,0.44431797,-8.231452,-2.896955,-9.48892,1.7966028,5.2809787,-9.095373,7.476262,-9.428274,-5.390391,-12.059981,-2.3150558,-14.152783,-14.369715,-1.1265178,49.6278,3.3829455,-2.0568943,-2.7593012,0.3065441,-2.4624305,-7.458705,12.2452545,-27.24448,8.787907,-3.5255759,22.750221,9.157048,-3.055789,-7.5850496,8.670307,-16.509653,13.633491,1.2108538,-1.7561553,0.18846822,-0.29921067
RealESRGAN:ava_images___217590,RealESRGAN,ava_images___217590.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/RealESRGAN/ava_images___217590.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___217590.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___217590.png,test,-11.286637,-11.555196,-10.781264,-9.792264,0.89094293,-13.599747,-4.5341067,-11.070095,-4.8640766,-11.212493,-2.2296994,-8.961871,-5.6834855,-2.0052521,-7.532235,-2.1462924,-9.476942,0.71727,3.8702662,-9.822218,6.423384,-9.838831,-2.7520678,-11.373947,-0.3220281,-11.903545,-13.588551,0.9229647,41.80279,2.3967907,-2.1853929,-4.1741185,-2.3548422,-0.47228366,-0.32114494,2.6556172,-6.934169,2.5509663,-2.0647812,7.0467806,2.932375,-1.8147469,-1.5381873,1.3980756,-3.182845,1.9940615,0.6855483,-0.96788096,-1.2151456,-0.6201787
RealESRGAN:ava_images___251530,RealESRGAN,ava_images___251530.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/RealESRGAN/ava_images___251530.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___251530.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___251530.png,train,-14.094394,-11.324331,-10.174848,-9.595069,-1.2824941,-14.456187,-8.360738,-11.903723,-7.540762,-11.287355,-2.7868338,-12.197269,-6.1612325,-0.60517555,-3.68522,-1.0092255,-7.318321,-0.69772756,6.3629856,-11.182505,7.333464,-9.857279,-3.656443,-6.9757547,-2.4048676,-7.3060985,-9.884702,-2.2434208,20.340654,1.1017871,-0.95415694,1.6993628,-0.057688236,-1.4800416,-1.6046263,5.5138817,-13.29365,-4.3478327,2.7290275,-2.543308,-5.01551,3.438212,1.3343146,-6.067477,32.85472,-22.17693,-2.0819883,9.796893,0.7245518,-5.558885
RealESRGAN:ava_images___253900,RealESRGAN,ava_images___253900.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/RealESRGAN/ava_images___253900.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___253900.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___253900.png,train,-0.5396919,-13.626063,-5.6635785,-5.9282684,-2.8001812,-14.86246,-11.237452,-7.62429,-12.147144,-18.34097,-4.8718452,-8.2416115,-10.693609,-8.869813,-3.7909799,2.0790644,-9.968403,3.656054,7.928917,-21.22734,27.146637,-22.156826,-11.258885,10.778316,48.859436,-48.19983,75.38146,-1.3639108,-13.66431,0.8344145,-3.2201083,-1.2824674,0.18393487,1.7717766,0.62657726,-0.58768964,3.2176743,2.1321638,-1.146802,2.1565337,0.8351556,1.8551898,-2.189418,0.4821844,-3.892416,4.6325407,0.701313,2.9886239,1.0948544,5.875974
RealESRGAN:ava_images___273810,RealESRGAN,ava_images___273810.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/RealESRGAN/ava_images___273810.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___273810.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___273810.png,train,-27.054478,-1.7973385,16.881126,-15.698292,-21.604797,13.828124,27.738716,-5.8193846,5.406645,126.21128,-68.68494,24.954552,-74.21217,-5.20956,2.1888669,-2.520531,-15.454531,5.855727,-0.9045515,-0.52894735,0.5935322,1.6164255,-2.7008066,4.496378,6.360409,0.21214151,-2.9923348,0.124908805,-0.16117096,-1.4280163,2.6857328,-1.9319644,0.8575332,1.9531647,-2.2550926,0.38095617,1.9879522,6.8607826,-0.14163995,2.8668432,-3.1368916,-8.674058,-2.5595832,10.982518,-29.935158,-44.473446,2.5957663,16.94877,-21.019255,-1.2758195
RealESRGAN:ava_images___295451,RealESRGAN,ava_images___295451.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/RealESRGAN/ava_images___295451.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___295451.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___295451.png,train,-17.664125,-10.558408,-3.9192595,-8.889544,-3.685471,-6.945582,-1.8463926,-10.523629,-7.6261353,0.42566395,-3.8449519,-11.073151,3.3338695,-4.7949524,0.19237113,2.2244992,-12.894572,-7.100606,4.3103933,-16.659578,-7.8949184,-22.298306,2.2340329,-66.71708,-44.551006,36.14304,39.710712,-7.978966,-6.3315887,-2.209976,-2.0100703,-2.7377481,6.375734,2.0257053,0.36369073,-3.6649299,4.2948694,1.68067,-6.3308306,0.8728262,-0.1124382,6.317134,-1.164746,2.7291408,6.0714664,3.2692966,-3.9698024,-2.7890985,-1.8087318,35.943092
RealESRGAN:ava_images___308473,RealESRGAN,ava_images___308473.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/RealESRGAN/ava_images___308473.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___308473.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___308473.png,train,-6.5340195,-12.467006,-9.828663,-9.940046,-3.7689164,-13.338556,-14.215303,-5.5916,-9.277769,-18.51553,-6.689865,-13.389378,-5.617053,-12.897424,0.32406878,-1.4277344,-1.5211761,-8.435888,-4.3542366,-14.938864,11.823541,-16.893238,25.379772,-19.48243,70.3033,47.399918,-24.612238,-1.463189,-8.920349,-1.5968671,0.45550406,-2.2478971,0.23688471,0.46496987,-1.0615239,-1.0512776,-0.47865534,1.0114409,-1.0833592,0.8529688,-0.43496287,-0.16021943,-1.7477224,-0.117314816,-2.5434628,1.789587,-1.7977865,-0.046399355,2.866206,-0.66866684
RealESRGAN:ava_images___321917,RealESRGAN,ava_images___321917.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/RealESRGAN/ava_images___321917.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___321917.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___321917.png,train,-3.51729,-14.955001,-12.271761,-6.8370104,0.84996283,-13.747144,-9.566094,-14.82308,-10.654507,-22.179722,-5.227398,-9.932606,-9.484724,-2.3297977,-12.467078,-6.054934,-14.661977,12.339977,8.042065,-18.577366,65.36938,-0.19875956,-42.425377,47.775227,-30.08712,35.20005,-9.019909,-0.8761789,-11.851988,-4.3714232,1.7337232,0.67666245,0.41225016,-0.35599476,-0.24808848,-1.016479,2.1221275,0.37720576,-0.8204489,-1.7260187,0.4986943,-0.16783261,-0.7058482,-0.3850522,-1.2841673,0.21566868,-1.6680323,0.7239648,0.6373968,3.6040053
RealESRGAN:ava_images___360165,RealESRGAN,ava_images___360165.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/RealESRGAN/ava_images___360165.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___360165.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___360165.png,train,6.3280277,-57.384098,184.95218,37.462303,15.294794,-1.6826811,-8.108808,-0.77197933,2.81042,-8.1203985,10.68758,-1.9242363,0.56568575,1.0658455,2.7752068,-7.8648496,-0.31986094,-2.8283465,-0.44001198,2.240563,-1.96493,0.009579182,0.68087566,2.4588718,4.187595,-5.638402,2.1180177,-2.0110278,12.236507,-58.90774,90.95887,-1.3666449,33.23059,26.992779,5.05417,2.1139693,1.1084228,-1.6722655,0.26017666,2.571772,-1.2806044,1.3752311,-0.33354044,0.8883631,1.8108106,1.0347052,1.3253872,-1.6290538,1.0191847,0.5051472
RealESRGAN:ava_images___426629,RealESRGAN,ava_images___426629.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/RealESRGAN/ava_images___426629.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___426629.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___426629.png,test,-13.56893,-4.9910083,-7.3103323,-9.631987,0.71575177,-11.31696,-3.6236598,-9.187999,-2.4932523,-9.017008,-2.6660163,-5.300036,-6.171088,-4.7191734,-5.9340963,-0.07019347,-6.322992,3.0665631,4.1383214,-11.164196,6.8301797,-7.8681674,-7.1519017,-7.761634,-2.3781168,-10.586319,-9.757754,-3.9647985,21.932892,0.6006885,-1.0665458,-3.6454606,0.34461737,-1.2329315,-0.5222262,3.4287012,-13.261906,2.8458273,-0.38955986,6.865078,2.6170006,-0.88283205,0.7165706,1.234612,1.1791601,-3.45774,-0.07186103,2.3513076,-0.74854136,0.39446983
RealESRGAN:ava_images___436880,RealESRGAN,ava_images___436880.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/RealESRGAN/ava_images___436880.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___436880.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___436880.png,train,-4.229808,0.87576675,-11.051021,-15.144406,-4.50977,-6.473791,-27.483103,-1.5112057,7.9383116,-10.518866,-9.855711,-5.9544477,6.0572877,-79.6348,85.76847,-33.153748,30.484154,44.573303,13.103514,20.04778,-6.1527843,12.539924,-4.689158,-1.0559311,-0.39929903,-0.56327534,-3.8296053,3.5961971,-2.4207516,-3.0886617,-2.0759943,-0.687397,10.323708,-2.6410084,1.0450453,-3.0703511,-3.0910378,78.73334,-4.597247,-24.294865,6.618245,0.5203173,14.840299,-0.32345033,6.503358,1.7767406,0.42817676,-4.702898,3.1743016,-14.16199
RealESRGAN:ava_images___46021,RealESRGAN,ava_images___46021.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/RealESRGAN/ava_images___46021.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___46021.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___46021.png,train,-12.58613,-12.172918,-6.8139,3.6785784,-3.212626,-13.300243,-4.2205343,-14.163137,-8.973181,-5.7734203,2.9625456,-4.91705,-4.0586185,-1.4495862,-10.991839,-5.0727634,-11.262453,1.0427259,-6.2120066,1.565248,10.1617565,-5.6270666,2.1298704,-28.48767,-12.435197,-30.07706,-27.283207,86.84124,-28.952322,-2.9847698,0.8526099,-0.5763049,-1.7964194,1.0600208,0.9654249,-1.2592506,1.7066956,-0.24543867,-0.0930084,0.45183253,0.8937012,-0.7209649,-0.7170789,0.9685521,-1.8640556,1.2945576,0.40814948,-0.53367376,-0.35429692,-0.070365876
RealESRGAN:ava_images___472713,RealESRGAN,ava_images___472713.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/RealESRGAN/ava_images___472713.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___472713.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___472713.png,test,-4.5691414,-4.139751,1.799551,5.0833178,-2.7101617,-4.0162992,5.011826,-5.790132,11.095466,13.65741,-1.7105647,5.5599194,9.452963,-1.5006062,0.68974185,3.8267903,-3.9329348,-0.25065148,2.12805,3.0821376,-8.7605505,-0.86872673,3.6471744,-5.970402,-7.5829635,-0.63320637,-2.6121526,-2.8630857,-12.647743,-4.458356,-3.8894942,-1.368624,2.1613193,3.1195588,1.7712661,-1.460393,7.5825043,4.353513,-1.537538,8.077143,3.0899763,0.24663639,-0.97330785,3.9246302,-1.6619225,3.397952,2.6009638,2.6230328,-2.8428264,1.4613215
RealESRGAN:ava_images___501777,RealESRGAN,ava_images___501777.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/RealESRGAN/ava_images___501777.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___501777.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___501777.png,test,-10.25319,-9.306509,-5.209148,-11.579553,-0.05119869,-6.2010283,-2.7268949,1.0911589,0.32769728,-3.3702812,-5.4976015,-3.687972,-0.9311271,0.5723726,0.8284466,1.8719916,-8.666914,-1.5699794,4.8376026,-5.2719736,-0.7451346,-7.472681,4.2499766,-9.995329,-4.3853083,2.4264736,0.44122076,0.7173024,2.1106663,-0.6505331,-1.2454984,-0.99844813,2.4158988,-0.8833809,-3.418488,2.907792,-2.481291,0.8014569,-0.81465745,0.9691005,-1.9075449,3.8231502,-0.013529539,0.66477466,1.8541594,-0.44270182,-0.98715377,0.84974396,-0.89317656,4.5592203
RealESRGAN:ava_images___564572,RealESRGAN,ava_images___564572.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/RealESRGAN/ava_images___564572.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___564572.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___564572.png,train,-17.331553,-14.604678,-9.393408,3.8936691,-2.4034104,-15.51536,2.64006,-18.184143,-10.171058,-11.334758,20.371168,-0.9740429,-4.807552,0.2051979,-52.12993,17.169338,-45.116592,89.39143,-23.219667,58.85571,-33.730732,-8.015915,-0.09686598,7.643586,6.219185,8.332238,5.4980407,-7.7807016,-2.3381863,0.13855341,-0.8939561,-1.3350959,-0.25811505,-0.9517778,0.62616956,-2.5188437,2.458434,0.48969975,0.7030696,-0.3313378,-1.9265472,2.5144854,0.5606254,0.3542657,-1.0350618,-1.3393474,-1.9463687,1.1532675,0.71291643,-0.76799285
RealESRGAN:ava_images___588008,RealESRGAN,ava_images___588008.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/RealESRGAN/ava_images___588008.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___588008.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___588008.png,train,-13.728622,-11.312187,-11.010704,-5.18079,1.0272505,-13.9017725,-6.046553,-12.490096,-7.304662,-10.76541,-3.5926952,-12.214564,-5.9975533,-0.077509716,-9.773942,-0.5488438,-7.70973,-1.646061,1.0285776,-7.8918614,8.817128,-9.44972,-4.4631605,-12.445407,1.2771112,-15.341627,-14.536657,-4.539045,52.28997,3.5724525,-3.6833332,-5.6735854,-1.9407129,2.7981095,11.977088,-23.597006,44.174213,-3.3563175,-1.7800586,-17.146235,-4.2686243,-2.003855,4.0164,-2.0646594,-4.4688864,1.8070593,0.9925184,-4.0544243,-1.0614407,-0.3185222
RealESRGAN:ava_images___645845,RealESRGAN,ava_images___645845.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/RealESRGAN/ava_images___645845.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___645845.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___645845.png,test,4.8337994,-1.3258438,-2.7137127,-8.889337,-12.06239,-4.890502,7.2564635,-0.1423893,-7.463806,-5.273455,6.3497543,-1.6404772,0.9555998,5.08002,2.6686947,3.5922751,-4.3075805,7.7960496,1.9123473,-7.2848587,4.410159,0.38502693,-1.1335185,0.41109943,-0.21122223,-1.1793971,-2.92735,-5.2809587,3.6696272,1.0227853,-4.100655,-4.233536,2.4863024,-3.2446594,2.4061236,-1.9837675,1.665503,1.1438333,-1.0183954,4.152256,-0.62104475,2.2795763,-4.899804,-2.049791,-2.2706413,-0.8788643,-0.9242963,6.4689417,-1.0256417,-4.4758987
RealESRGAN:ava_images___699615,RealESRGAN,ava_images___699615.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/RealESRGAN/ava_images___699615.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___699615.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___699615.png,train,-11.3062935,-4.4138746,-58.384224,204.705,20.087696,14.228103,-1.202013,17.497772,-1.3303604,-5.919582,-8.726954,7.952818,-21.77588,-2.1199322,10.199059,0.892985,4.635335,-3.0221066,-0.24366283,-2.7009964,-5.0390725,-1.0237026,-0.7729968,3.3093166,2.118576,1.1232243,1.4070678,-2.23408,-0.31482983,3.3350382,-2.6306374,2.231684,5.380364,-4.3609476,-8.596913,-7.773889,11.814815,3.9357057,1.8032172,3.6802082,-16.730062,30.7079,-18.869904,61.23835,11.246192,-0.6785326,12.67018,3.6128993,4.945904,-1.7702731
RealESRGAN:ava_images___710191,RealESRGAN,ava_images___710191.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/RealESRGAN/ava_images___710191.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___710191.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___710191.png,train,-15.3491955,-7.818287,1.7757874,-11.178877,-7.815953,7.32388,3.387854,-12.035825,-7.023179,-4.0026946,-10.612017,-7.4723015,-6.0383916,-5.868619,-20.438469,89.81839,81.41751,15.438042,14.521573,-4.0786915,0.48980534,11.389066,-0.4840846,-2.810306,-2.0336936,0.17775631,-1.8741951,4.394464,2.788721,-1.0490564,0.06018257,0.8948666,2.459828,0.90470564,-0.67015225,-1.1842127,3.2206564,3.1819801,-0.006217122,4.0065103,1.0820006,0.71114725,-2.0023959,7.398159,-0.064741135,-8.764381,-23.166578,-2.8820941,14.242762,8.5726385
RealESRGAN:ava_images___737450,RealESRGAN,ava_images___737450.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/RealESRGAN/ava_images___737450.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___737450.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___737450.png,train,-19.86014,-7.275768,-7.7416544,24.798304,-2.16646,-13.9834175,9.49638,-39.67942,-4.768692,97.84486,24.932049,-40.724766,127.0847,-8.643843,-11.0894165,-4.1544266,2.0914264,-11.581856,3.3618388,2.3511739,7.2282906,1.717495,2.2463486,13.064666,7.133271,-1.5090942,-0.14224815,1.5671642,-0.43443966,-0.18229675,0.6080327,0.70293474,3.1245782,3.6156454,-0.32651627,-2.7195258,2.6080437,5.2562084,-0.15426588,0.7060094,-0.59187686,3.35038,-3.4240344,7.2939043,-1.7711668,1.2085714,-1.1253072,1.2465074,3.5439491,-4.056545
RealESRGAN:ava_images___74410,RealESRGAN,ava_images___74410.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/RealESRGAN/ava_images___74410.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___74410.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___74410.png,train,-13.268534,-10.274042,-5.264419,-9.780886,0.59768236,-13.794156,-1.9331274,-10.315301,-6.9503713,-9.590871,-8.311302,-10.940701,-3.8322818,6.3444796,-2.0734835,2.2910872,-6.759701,-3.7579095,11.534168,-9.546015,-3.6028519,-14.315372,-3.5074778,-19.629883,-10.7469635,-44.524555,-42.559593,-56.004517,-42.370453,-3.7129083,0.15298128,-1.2971148,-0.009619415,2.1275668,-1.5307305,-1.2380161,2.7044258,2.6800337,-0.5285816,0.45268738,-1.100617,-0.05838406,0.45953465,2.4359617,-3.8226957,5.472596,3.0014846,-1.5213208,0.52687156,0.40223882
RealESRGAN:ava_images___751927,RealESRGAN,ava_images___751927.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/RealESRGAN/ava_images___751927.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___751927.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___751927.png,train,-9.904504,-6.9955053,-6.781699,-11.222002,-0.72000253,-23.575708,38.078186,6.063468,-16.10025,-1.9314094,8.658447,-7.325979,7.561088,104.63156,81.8802,12.206818,6.5337276,19.351927,-36.793816,3.9777665,9.52784,1.0687256,2.730266,2.6849766,3.8659158,0.28347874,2.09975,3.5959482,0.4349432,-0.16129017,-1.7981,1.6760874,1.1990982,0.369233,-0.2863835,-0.6819792,1.0480156,-0.5886403,-0.19447362,0.5472497,-1.6443225,3.056847,1.3684769,2.8046699,0.7181206,2.111699,0.4670521,-0.112561226,-0.90899515,0.10125986
RealESRGAN:ava_images___773899,RealESRGAN,ava_images___773899.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/RealESRGAN/ava_images___773899.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___773899.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___773899.png,train,-6.736806,-8.825935,-4.844773,-11.674789,-9.20831,2.19524,-7.436762,-2.6454911,-5.4760046,-13.839295,-13.974697,-12.45157,-5.904262,-11.80142,0.6069281,-3.416641,-2.1755745,4.847694,-4.567137,-33.730587,-18.883366,-18.844149,89.70195,49.510258,-29.120705,-3.2237167,5.429458,2.5346973,-1.621767,1.7422887,0.9117124,-0.28825998,0.19673589,-1.0355196,0.39432096,-2.3016834,3.0373974,1.2909945,-2.9080656,1.9963101,-1.5112596,1.1960684,0.26442814,1.7429743,-4.0073833,1.0566077,0.7982354,3.0660133,-1.3059835,-1.7272861
